instance_id,k,n_vars,n_clauses,satisfiability,clauses
20,2,50,100,UNSAT,"[[5, -43], [-37, 48], [12, -39], [35, -2], [41, 27], [5, -43], [-31, -22], [10, -20], [18, -42], [38, 8], [8, -30], [10, -45], [-32, 45], [-6, -41], [29, -12], [-44, -23], [37, -46], [-16, 22], [35, 19], [13, 21], [-28, -12], [24, -20], [16, -15], [-19, -36], [-24, 24], [16, -31], [-11, 25], [20, -19], [-16, 16], [-27, -29], [-29, 30], [22, 1], [-4, 5], [4, 37], [4, -11], [-17, -18], [-4, -35], [28, -6], [44, -15], [22, -21], [-34, -46], [13, -21], [-44, -38], [-36, -48], [19, 11], [47, 3], [21, 31], [-35, 20], [8, 39], [35, 15], [-35, -16], [-24, -31], [12, -6], [33, 12], [6, -17], [-17, -36], [-13, 19], [-28, -17], [6, -40], [15, -30], [-8, 45], [47, 1], [41, -19], [7, -25], [3, -41], [-24, 36], [-16, 42], [-35, -20], [1, 22], [-48, -29], [-13, -42], [46, 26], [29, 2], [36, 12], [25, -45], [22, 28], [-5, -14], [32, 40], [39, -21], [-36, -27], [12, 41], [-16, -12], [-44, 6], [-6, -4], [21, -41], [25, -1], [-1, 25], [37, 13], [12, 12], [-7, -41], [-42, -32], [48, -16], [34, 4], [40, 6], [28, 24], [5, 45], [-41, 5], [-31, -30], [-24, 33], [40, 29]]"
21,2,50,100,UNSAT,"[[-15, 23], [-13, 15], [43, -32], [2, 21], [-50, -27], [3, -32], [28, 44], [-26, -7], [9, -17], [11, -18], [-31, -20], [13, -35], [24, 39], [25, 6], [-12, -5], [50, -45], [50, -47], [39, 47], [-40, 32], [37, 19], [-26, -2], [-38, 31], [-42, 40], [38, -27], [16, -24], [-49, 37], [-18, -15], [15, 5], [-17, 3], [37, 10], [-4, 42], [-46, -33], [28, -10], [26, 39], [-18, 40], [31, 32], [17, -27], [20, 33], [-19, 45], [-31, -50], [47, -49], [5, -48], [-28, -1], [47, 11], [34, 19], [5, 5], [34, -32], [27, 9], [36, 44], [-50, -47], [-30, 20], [47, -36], [-17, -38], [29, 44], [-21, -18], [-45, 42], [28, 33], [-41, -43], [-5, -47], [-49, 19], [46, -21], [-47, -49], [-44, 24], [-49, -8], [45, -22], [-24, 11], [-17, 46], [27, 22], [2, -42], [23, 19], [2, -31], [-12, 10], [-2, 23], [37, 25], [2, 28], [50, -44], [34, -21], [-35, 19], [5, -9], [-39, 17], [-45, -31], [45, 29], [-22, 28], [10, 28], [45, -21], [6, -20], [44, -12], [-47, 16], [-43, -16], [-15, -16], [-35, 1], [-4, -45], [47, 46], [12, 29], [13, -17], [-10, -25], [-40, 26], [29, -4], [-35, -33], [23, -42]]"
22,2,50,100,UNSAT,"[[25, -13], [-39, 2], [-8, -33], [18, 25], [-27, -6], [-38, 2], [-34, -12], [-25, -6], [33, -16], [-35, 45], [13, 31], [31, -25], [8, -24], [-7, 2], [47, -23], [48, 2], [19, -43], [-40, 46], [50, -39], [-42, 23], [49, 4], [31, 49], [-35, 19], [24, -23], [7, 2], [-5, -5], [-27, 26], [-25, -20], [7, 12], [-41, -10], [-24, 37], [34, 44], [-4, 40], [-26, -21], [-42, 28], [9, -47], [-40, 1], [41, -16], [-37, -46], [49, -37], [26, -6], [41, -46], [3, -23], [17, 15], [-33, 28], [-5, 13], [-40, -41], [38, 43], [-23, -41], [5, -35], [33, -2], [36, 1], [-22, -11], [48, 28], [-12, -32], [-43, 24], [-41, -15], [-7, 19], [-28, 28], [-16, 16], [-22, 11], [35, -15], [36, 48], [-15, 47], [40, -45], [-2, -30], [47, 40], [40, 4], [-40, 9], [-30, -40], [-11, -18], [-7, 7], [12, 27], [42, 44], [-21, 30], [14, 17], [-29, 6], [-42, -45], [21, 20], [-34, -44], [-23, 1], [-39, 32], [-35, -19], [-48, -21], [-6, -13], [-18, 38], [17, -46], [-10, 16], [34, -6], [-36, -17], [5, 1], [-6, -23], [-8, 16], [-1, -19], [20, -11], [13, 8], [-26, 22], [-6, 11], [-3, 26], [44, 13]]"
23,2,50,100,SAT,"[[15, -38], [26, -7], [-42, 43], [45, -35], [45, 6], [14, -4], [-7, 8], [-6, 30], [20, 41], [50, -12], [-24, -11], [-34, 24], [34, -49], [-6, 41], [6, 28], [-20, -40], [-35, 30], [-25, -40], [5, 6], [27, 48], [45, -18], [8, 39], [-39, 27], [-33, -25], [49, -26], [11, -33], [-29, 8], [45, 10], [-20, 41], [-33, -30], [-50, 19], [-49, -28], [-31, -23], [-3, 48], [11, -12], [41, -48], [-38, -16], [-44, -49], [49, 41], [41, -39], [-6, 15], [-40, 17], [-27, -21], [-23, 42], [-14, 25], [-6, -42], [-6, -13], [-11, 20], [-10, -22], [16, 9], [36, -44], [7, -26], [31, -2], [44, 24], [24, 9], [33, 37], [-30, 10], [-14, -14], [40, 11], [19, -43], [46, 1], [36, -29], [9, 34], [43, -33], [41, -4], [-50, -38], [-18, 30], [-2, -1], [4, 17], [-34, -31], [44, 8], [-32, 42], [-20, 26], [27, 47], [-6, 35], [-50, -20], [-20, 10], [-22, 26], [-48, 32], [-32, -26], [15, -3], [25, -12], [1, 20], [17, -15], [-39, 35], [9, -34], [20, -47], [-34, 20], [22, 44], [28, -8], [-41, -21], [15, 42], [-26, 43], [9, -27], [-40, 40], [-23, -27], [21, -21], [-15, -15], [21, -30], [36, -7]]"
24,2,50,100,UNSAT,"[[8, 42], [31, 42], [43, -9], [42, 32], [-25, 14], [-22, -40], [-35, -3], [-5, -25], [-26, -20], [39, 14], [-21, 8], [-41, 48], [45, 31], [-50, 42], [-38, -45], [47, -17], [43, -5], [-37, -32], [-20, -16], [-35, -9], [42, 12], [25, 45], [-23, -13], [29, -27], [-27, -41], [9, 36], [42, -14], [-23, 1], [3, 11], [46, -36], [22, -7], [-43, -44], [26, 25], [2, 9], [5, 15], [15, -50], [-39, -24], [49, -27], [-8, -27], [17, 2], [-8, 14], [-12, 15], [-38, -6], [23, 23], [20, 29], [-24, 15], [-31, 29], [11, 34], [13, -35], [-39, -43], [-36, -4], [-21, -38], [-14, 34], [29, -48], [-48, 39], [-12, -29], [47, -14], [30, 3], [40, 39], [25, -1], [48, 12], [-36, -14], [23, -39], [41, 41], [-49, -25], [12, -22], [-11, 13], [46, 49], [-18, -3], [-1, 17], [15, 11], [1, 23], [50, -10], [-27, 26], [-14, -24], [-50, 15], [-18, 30], [16, -40], [2, -14], [4, 23], [-14, -26], [17, 2], [31, 7], [-30, 21], [50, -14], [-27, -15], [-40, 39], [16, -34], [-26, -44], [47, 4], [41, 43], [16, 19], [28, -13], [50, 37], [-50, -9], [46, -46], [-33, -2], [42, -20], [-22, 46], [20, 21]]"
25,2,50,100,UNSAT,"[[-9, 38], [-10, 50], [-49, 34], [46, -32], [-32, 17], [-43, 37], [-44, 35], [-20, 17], [-6, -22], [7, -1], [10, -49], [6, -22], [-23, 31], [-32, -28], [-38, -44], [-6, 17], [-46, 32], [-40, -37], [-26, 12], [7, 18], [37, 14], [-37, -8], [32, -2], [46, 37], [-41, 8], [31, -48], [31, -13], [-39, 30], [49, 25], [43, -12], [30, -43], [-30, 32], [-4, -39], [-14, -33], [10, 11], [-37, 35], [-31, 4], [-47, -16], [22, 40], [-40, 35], [-47, -14], [-26, 38], [6, 43], [-26, 7], [-24, -41], [-37, -35], [10, -43], [-34, -34], [-7, 11], [-3, 15], [-30, 37], [4, 28], [-3, -12], [41, 13], [22, -26], [7, 20], [-41, 11], [-29, 45], [26, -49], [24, -42], [23, 49], [7, 24], [-24, -8], [-1, 30], [-28, -13], [-1, 14], [-34, 49], [-32, -13], [25, 39], [-1, 5], [-28, -7], [-22, 45], [36, 6], [31, -18], [-14, -43], [-39, 31], [-1, -20], [7, 34], [-9, -46], [-19, -13], [30, 49], [23, 50], [32, 5], [-4, 35], [-30, -9], [32, -22], [48, -32], [42, -6], [-29, -1], [-14, -16], [-12, -16], [-19, -33], [-19, -21], [-33, 32], [-9, 39], [37, -1], [-46, -24], [28, -18], [8, 18], [-36, -16]]"
26,2,50,100,UNSAT,"[[37, 42], [-40, -42], [-41, -41], [34, -18], [18, -43], [-21, 42], [-13, -27], [-35, -12], [45, -45], [-25, -44], [17, 22], [-6, -33], [-34, -33], [-16, -43], [47, 10], [-2, 1], [-15, -10], [-27, -2], [-49, 50], [24, -20], [46, -47], [34, -35], [35, 20], [41, 15], [-11, -28], [-26, -37], [22, -46], [36, 47], [36, 26], [-12, -6], [-33, -29], [-48, 37], [-49, 19], [-23, 27], [4, -37], [5, 12], [-34, -14], [38, 26], [-19, -13], [-6, 44], [18, 46], [24, -50], [16, 40], [9, 25], [5, -44], [-9, -41], [25, 23], [14, 1], [11, 13], [47, 24], [29, 16], [11, 30], [8, -38], [-2, 13], [29, 11], [30, -25], [-9, -22], [47, -19], [-23, 13], [12, -9], [-47, 23], [8, 49], [-37, 47], [-3, -40], [-14, -45], [34, -40], [-29, 3], [10, 10], [-25, -17], [31, 30], [30, 31], [-16, -36], [-21, 38], [-50, -11], [-8, 28], [15, -32], [-12, 39], [-42, -20], [27, -48], [-23, 19], [-46, -49], [36, 24], [-8, 25], [30, 34], [-30, 19], [47, 24], [15, 34], [-38, -32], [-39, -37], [43, 47], [27, 25], [34, 4], [34, 44], [39, -8], [-14, 36], [44, 40], [34, -8], [50, 24], [-40, -34], [42, -37]]"
27,2,50,100,UNSAT,"[[50, -48], [-6, 6], [8, -4], [-11, 22], [-37, 19], [-39, -46], [-43, -34], [49, 2], [-41, 10], [-41, -4], [45, -30], [-48, 43], [-38, 49], [-39, -45], [29, 43], [-24, -42], [-34, 13], [-29, 36], [-5, -5], [-17, 48], [34, 4], [-47, -1], [22, 40], [-3, -28], [46, 36], [-4, 22], [-3, 43], [-28, 40], [22, 23], [-34, 37], [-16, 1], [13, 50], [-17, 32], [-37, -3], [15, 24], [-30, -10], [-25, 45], [-17, -6], [15, -29], [-44, -27], [49, 30], [44, 13], [28, -33], [-37, 38], [-23, 21], [-22, -23], [-17, -30], [-2, -42], [6, 5], [-8, 21], [13, -43], [14, -4], [32, 49], [-1, -45], [-24, -30], [30, 33], [20, -37], [28, -30], [-17, 14], [33, 16], [-18, -15], [-50, 16], [12, 17], [23, 27], [2, 43], [23, 38], [-48, -48], [4, -6], [-18, -33], [2, -50], [-21, -27], [40, 44], [-22, 11], [-47, -22], [-25, 43], [-14, 33], [-1, 11], [-48, -12], [18, -40], [5, 50], [50, -12], [-18, -22], [4, -4], [36, 25], [26, 20], [-40, -25], [23, 15], [24, 7], [3, -32], [-5, -4], [-19, 38], [-18, 11], [35, 25], [-30, 35], [-30, -50], [-21, 29], [-18, -14], [35, -36], [23, 44], [27, 31]]"
28,2,50,100,UNSAT,"[[42, -2], [50, -23], [29, 5], [31, 28], [48, -36], [10, -17], [-36, 27], [36, 11], [-4, -37], [-30, 31], [12, 26], [-6, -25], [15, 13], [31, 36], [20, 7], [40, -32], [-18, 9], [-5, 43], [12, 47], [42, -45], [2, 16], [-47, -32], [-32, -31], [44, -39], [46, 16], [23, -35], [-32, -30], [1, -8], [-14, -26], [1, -44], [21, 8], [-11, -18], [12, -9], [-33, 32], [-20, -9], [-11, 46], [-4, -25], [43, -30], [-27, -21], [-4, -16], [43, -43], [14, -31], [-42, -11], [-2, -31], [-20, -17], [40, 4], [2, -14], [-26, -31], [18, -9], [-30, 38], [-42, 47], [37, -35], [35, 31], [50, 20], [-7, -48], [34, 25], [50, -43], [1, -36], [47, 47], [36, 20], [42, 39], [6, -34], [-36, -11], [24, -4], [39, -20], [-40, 28], [-12, 8], [1, 6], [-45, 16], [-4, 20], [37, 3], [-39, 5], [-30, -39], [18, 39], [-30, 10], [-40, -7], [-2, 12], [47, -28], [-32, -38], [-31, 32], [-24, -2], [-43, 5], [-11, 9], [4, 50], [-49, -19], [33, -36], [34, 1], [-45, -40], [-23, -30], [-48, -32], [18, -19], [-36, 47], [6, -19], [17, 38], [43, 28], [-31, 11], [34, -6], [43, 28], [-30, 32], [-45, 7]]"
29,2,50,100,UNSAT,"[[-42, -14], [19, 26], [8, -16], [25, -7], [22, -30], [-29, -27], [25, -43], [31, 33], [-37, 38], [12, 27], [25, -7], [37, -21], [-10, -2], [-21, 17], [13, 15], [7, 41], [19, 19], [29, -50], [-12, 9], [-40, -17], [-36, 4], [-39, 46], [-44, 39], [49, 10], [20, -16], [31, 39], [5, -21], [-2, -27], [31, -23], [2, 32], [44, -45], [-20, -34], [-29, 20], [19, 36], [-1, -2], [-11, 30], [-6, -6], [15, 5], [-48, -37], [-41, -41], [45, 32], [-34, -30], [-2, 12], [13, -19], [48, -35], [-14, -18], [25, 10], [10, -7], [-45, 36], [-47, 27], [9, 37], [43, -25], [-12, 25], [-6, -36], [-24, 13], [16, -28], [39, 11], [-7, 3], [16, 18], [28, -16], [10, -42], [-33, -5], [-26, -23], [45, -31], [4, 2], [-34, 50], [-1, -27], [43, 49], [-27, -4], [48, 28], [-20, -1], [17, -32], [28, 48], [-39, 49], [2, 18], [18, 27], [-9, 26], [-37, 3], [15, -49], [-5, -25], [-27, -14], [-10, -13], [-32, 43], [37, 15], [-46, -1], [-13, -2], [-42, -8], [7, -50], [2, -16], [-35, 49], [11, 9], [-25, 32], [-34, -46], [-12, -46], [2, -20], [-11, -1], [-26, 6], [-24, 21], [-40, 37], [30, 11]]"
30,2,50,100,UNSAT,"[[45, -33], [-48, 41], [-3, 18], [37, 44], [16, -7], [43, 24], [-45, -20], [-10, -22], [15, 3], [-8, -47], [36, -49], [-8, 3], [20, 41], [13, 26], [-32, 32], [-18, -20], [16, -30], [-27, -6], [-19, -21], [-50, -34], [41, 13], [32, -11], [31, 13], [-26, -6], [41, -49], [25, -24], [-17, -8], [45, 3], [-14, 26], [-18, -3], [27, 4], [-24, -45], [36, -19], [1, 45], [16, 19], [-50, -39], [14, 48], [21, 47], [-14, 24], [-38, 27], [49, -28], [-50, 39], [-43, -48], [-39, -16], [-46, -9], [25, 15], [23, 34], [4, 6], [41, 49], [10, -33], [11, 23], [23, -37], [27, 20], [-46, -43], [2, 4], [-2, 48], [-21, -23], [45, -11], [-23, 25], [44, 48], [-2, 13], [-35, 43], [26, -9], [40, 11], [-43, -39], [-49, 11], [-5, 4], [-10, -15], [-14, -28], [49, -27], [49, 20], [5, -47], [-17, -13], [-38, -6], [-29, 32], [-21, -11], [43, 33], [-2, 13], [-10, 44], [-40, 14], [43, 42], [-4, -37], [-17, 50], [-39, -2], [32, 3], [-25, 19], [-39, -22], [-40, 15], [-48, 49], [39, 10], [-14, 23], [-47, -41], [29, 44], [48, 24], [-10, -40], [-22, -15], [-17, 19], [12, -14], [47, 43], [7, -50]]"
31,2,50,100,UNSAT,"[[-49, 32], [14, 2], [12, 30], [44, 4], [13, -6], [1, 36], [8, 46], [37, 38], [41, 47], [30, 5], [-17, 27], [-6, 39], [14, 9], [47, 6], [-8, 46], [-25, 6], [1, 42], [44, 29], [-2, 21], [-28, 25], [46, -25], [-31, -30], [50, 24], [-22, 7], [-25, -6], [36, -46], [-30, -2], [44, -4], [20, -19], [42, -30], [11, -30], [28, 31], [22, 34], [-15, -33], [-27, 33], [30, -47], [-40, 14], [22, 36], [23, 1], [27, -34], [1, -38], [-5, 41], [38, -13], [13, 48], [17, 39], [30, -46], [23, -11], [-8, -5], [-26, 10], [41, -28], [9, 48], [-35, -40], [-14, -11], [45, -1], [22, -38], [-7, 26], [45, -38], [36, -33], [18, 36], [18, -10], [-11, 5], [4, -34], [12, -1], [-18, 4], [30, 26], [23, 44], [21, 6], [35, -33], [50, -48], [-4, -43], [29, -1], [38, 14], [48, -21], [-12, 30], [-33, -37], [-36, 42], [-44, 1], [30, 29], [41, -18], [35, -27], [-13, -23], [-27, -13], [-24, 11], [-49, 37], [34, 19], [42, -30], [11, 1], [-16, 36], [5, 33], [41, -42], [37, 31], [-45, 29], [-38, 13], [-18, 14], [-6, 37], [-9, -11], [-3, 25], [18, -23], [-35, 35], [-5, 33]]"
32,2,50,100,SAT,"[[10, 22], [-48, -41], [-7, -1], [19, -45], [-32, -45], [-43, -12], [-42, -7], [-7, -36], [-47, 49], [-21, -6], [14, 47], [-36, -22], [21, 9], [5, 40], [25, -19], [25, 37], [9, 41], [-44, 25], [15, -40], [-10, 9], [-33, 9], [-46, 11], [-9, -45], [-38, -40], [31, 26], [49, -27], [28, 11], [-42, 11], [-33, 42], [47, -43], [-42, 40], [1, 4], [-5, -44], [-20, -40], [25, -19], [-24, -34], [6, -29], [40, -40], [-45, 10], [13, -49], [-7, 46], [26, 43], [-26, 34], [-1, -45], [-42, -22], [-18, 32], [-1, 40], [5, -1], [-34, 35], [-34, 30], [3, 38], [-48, -33], [-13, -27], [11, -1], [48, -13], [3, -4], [48, 44], [-45, 43], [-48, -36], [-43, 40], [48, 15], [16, 28], [23, 32], [20, 15], [7, 49], [-10, -23], [-8, 23], [46, 25], [35, 42], [7, -47], [25, -17], [20, 5], [24, 37], [-6, 28], [-44, 34], [18, -11], [17, -29], [-50, -22], [-22, -31], [-29, -13], [-35, -6], [15, -14], [10, 49], [48, 33], [38, 17], [-30, 4], [8, 2], [-1, -45], [35, -43], [-24, 44], [-45, -26], [17, -27], [-4, -23], [-13, -24], [35, 11], [-39, -48], [-6, -15], [-30, 22], [-33, 13], [18, -16]]"
33,2,50,100,SAT,"[[19, -41], [-37, 30], [44, 43], [-27, 7], [4, 38], [-27, 42], [-10, 8], [20, -6], [23, 15], [25, 14], [-48, -39], [13, -1], [13, -23], [18, 22], [-50, 10], [-42, 42], [18, -30], [17, 8], [14, 16], [14, -9], [-21, -24], [-18, -12], [-14, -7], [31, 26], [-48, 30], [33, -43], [-28, -46], [1, 26], [22, 44], [-2, -33], [-39, 46], [9, -2], [30, 48], [22, -17], [44, 5], [8, 23], [38, -29], [-25, -42], [49, 1], [6, 33], [-23, -49], [9, -22], [-3, 50], [9, 25], [32, -2], [-19, -27], [5, 23], [48, 15], [40, -45], [-26, -46], [-17, -9], [-43, -5], [-22, 14], [-4, -25], [2, 49], [-31, -43], [44, 25], [41, 44], [47, 16], [-44, 33], [-47, 40], [38, 15], [20, -10], [20, -20], [37, 43], [31, -34], [-45, -49], [-21, -3], [-27, -14], [-1, -23], [16, 15], [-45, 38], [-24, 8], [5, 25], [-45, 11], [-22, 25], [-11, -6], [-32, 48], [49, -27], [-46, -26], [16, -24], [12, 1], [-26, 31], [-16, 29], [21, -8], [-18, 40], [-3, 45], [14, 7], [-24, -42], [2, 47], [-48, 21], [47, 12], [44, -13], [50, -10], [-50, 35], [-50, 3], [41, 28], [-23, -16], [16, -17], [-16, -47]]"
34,2,50,100,UNSAT,"[[34, 28], [46, 1], [13, -27], [-17, -4], [-41, -38], [-43, -49], [6, 1], [-23, -40], [22, -25], [-44, 32], [45, 20], [-38, -49], [31, -7], [-11, -13], [18, 7], [43, 12], [-31, 18], [6, 46], [-39, -50], [43, -47], [-46, -43], [-9, -36], [39, 6], [-16, 21], [13, 49], [-14, -45], [-34, -1], [-13, 47], [-8, -13], [-13, -43], [-48, -41], [26, 43], [-26, 32], [-10, -34], [38, -42], [-1, 28], [50, -23], [49, 18], [-44, 28], [38, -19], [47, -13], [11, 4], [-2, 35], [-31, 28], [-38, 39], [-26, 5], [-36, 6], [-33, 35], [48, -50], [14, 31], [32, -47], [20, 10], [28, 5], [38, -30], [7, 16], [-4, 11], [44, 9], [48, 9], [29, 31], [26, 8], [28, -46], [33, -23], [41, 44], [37, -18], [29, -4], [-38, 17], [-7, -7], [10, 13], [33, 11], [-25, 3], [-8, -11], [-44, 46], [16, 18], [-50, 23], [24, -27], [-12, -10], [41, -15], [-9, -6], [1, -22], [13, 44], [31, 7], [-10, 32], [-36, 46], [-25, -3], [-9, 23], [-50, -41], [12, -39], [-14, -7], [-9, -17], [5, -6], [50, -9], [13, 46], [12, 38], [-35, 24], [17, 15], [-2, -27], [-22, 13], [30, 11], [-11, -24], [32, -7]]"
35,2,50,100,UNSAT,"[[-7, -15], [-39, 24], [-28, 43], [-8, -10], [-42, 18], [4, 32], [3, 24], [48, -9], [-28, -9], [37, -33], [1, 28], [-38, -13], [50, -40], [-23, 21], [37, -5], [-3, -33], [16, -2], [47, -37], [-47, -8], [-19, -1], [-38, 19], [-26, 33], [-23, 45], [30, -50], [-1, -15], [-32, -3], [12, -45], [-18, 20], [13, -34], [-33, -47], [15, -3], [-4, -7], [49, -43], [-1, -47], [-48, -26], [-24, 47], [7, -47], [26, 14], [-33, -16], [25, 14], [22, -47], [7, -34], [-49, -27], [-43, -18], [25, 5], [36, 43], [-14, -25], [16, -49], [-38, 48], [-44, 39], [-13, -13], [-28, 33], [38, -10], [20, 10], [-4, -16], [-14, 11], [-36, 40], [25, 33], [-37, -27], [-28, -3], [-15, -1], [45, 3], [-32, 23], [-49, 36], [44, 33], [-24, -17], [-12, 9], [4, -35], [5, -8], [21, 1], [41, 32], [-28, 48], [-26, -14], [-14, 35], [-26, 7], [-44, -17], [38, 49], [-18, -18], [-10, -20], [-23, 17], [-38, -4], [-12, 7], [14, 1], [15, -25], [-11, 26], [33, 9], [17, -3], [22, -36], [1, 25], [-31, 22], [15, -45], [-42, -33], [35, -12], [-8, -6], [36, -8], [-29, 38], [-39, 15], [49, 50], [-13, 21], [14, -50]]"
36,2,50,100,UNSAT,"[[-17, 49], [21, 15], [14, 6], [13, -19], [-33, 30], [37, -20], [9, -8], [49, -19], [-3, 33], [-30, 19], [-32, -3], [19, 9], [15, -6], [-26, -35], [-9, 37], [-6, -37], [-5, -20], [-25, -44], [-18, -22], [-19, 7], [49, 47], [-47, -38], [22, -20], [-2, -22], [-43, -34], [-37, -17], [-17, -36], [22, 7], [-39, 33], [-29, 46], [-33, -32], [30, 20], [-37, -30], [-45, 5], [-28, -28], [30, 15], [-24, -39], [-47, 34], [31, -28], [24, 33], [-2, -48], [-41, -26], [41, 39], [-40, 44], [-34, 25], [-39, -12], [-13, -28], [-27, 7], [-2, -44], [-28, -31], [9, 8], [-24, -31], [5, 5], [23, -39], [-45, 37], [9, -46], [50, -28], [-45, 19], [19, 40], [22, 41], [-33, 6], [-38, -41], [12, -16], [12, 47], [19, 12], [-13, 17], [-11, 19], [-6, 40], [-46, -50], [23, -39], [-27, 48], [-19, -32], [46, -9], [19, 26], [37, 9], [-17, -41], [23, 33], [-1, 40], [48, -35], [-5, 39], [38, 21], [-2, -17], [-14, -18], [50, -9], [22, -34], [20, -30], [-8, 43], [-1, -19], [25, -12], [30, -50], [26, -37], [1, 24], [-6, -34], [49, 44], [-10, 18], [-16, -14], [-13, -43], [-33, -39], [-20, -1], [9, -27]]"
37,2,50,100,UNSAT,"[[-11, -24], [14, -25], [5, 3], [-4, -25], [2, -16], [-26, -9], [15, -50], [-20, 5], [30, -49], [-29, 9], [12, -35], [-11, 12], [-30, -47], [-42, 3], [9, -26], [46, -14], [-38, -44], [-18, -45], [-6, 42], [33, 20], [8, -45], [15, 4], [-48, -13], [23, 34], [28, -30], [46, -19], [10, 6], [-46, -25], [26, 7], [19, -47], [28, -37], [10, 24], [16, -15], [13, 28], [-2, -16], [-16, 24], [-25, -19], [-13, 2], [-40, 24], [43, -22], [25, -25], [11, -23], [-20, 23], [22, 50], [43, -10], [-20, -4], [16, -37], [33, 17], [-19, 35], [-44, -36], [26, 41], [-1, -24], [-38, -26], [-21, 43], [32, 12], [48, 50], [-24, -13], [16, 16], [-11, -40], [4, 30], [-6, 8], [-49, 35], [-7, -1], [26, 24], [41, -6], [-8, -41], [40, 46], [-27, 13], [-49, -32], [40, 50], [20, 48], [-30, 36], [-14, 47], [46, -24], [-18, 13], [-4, -50], [-16, 14], [35, 1], [-14, -24], [-13, 27], [17, -25], [-43, -32], [21, 11], [-21, 7], [-9, 12], [35, 11], [13, -7], [2, 24], [-32, 5], [-34, 45], [-19, 46], [-48, -12], [42, 8], [-50, 8], [19, -17], [-8, 37], [-26, -39], [2, -48], [-6, 12], [37, 11]]"
38,2,50,100,UNSAT,"[[8, 38], [23, -15], [-45, 20], [-21, 11], [-48, 6], [-44, -48], [-30, 14], [-48, -49], [1, -18], [4, -39], [44, -20], [-43, 35], [8, 1], [-4, 2], [23, -28], [-1, 44], [-32, -45], [14, 43], [-27, 48], [9, 12], [-36, 20], [-29, 35], [29, 10], [40, -42], [13, -2], [-18, -29], [-43, -46], [26, 42], [-28, -25], [4, 26], [28, -15], [12, 9], [-8, 49], [-7, 46], [-20, 39], [2, -28], [-20, -23], [-47, -31], [44, -5], [-33, 10], [23, 48], [-25, -38], [15, -50], [3, -46], [23, -2], [-33, 24], [-26, -35], [50, 9], [31, -41], [-32, 8], [24, -49], [7, -41], [-15, -15], [13, -2], [26, -50], [-19, 39], [-27, 29], [4, -34], [34, 37], [-36, -5], [42, 8], [7, -27], [-1, 4], [-43, -34], [-17, 25], [2, -35], [8, 31], [11, -23], [-26, -27], [47, 26], [-20, -20], [-36, 45], [44, -43], [40, 2], [-39, 29], [50, -27], [-22, 24], [-13, 26], [-15, -8], [-14, -38], [17, 9], [-13, -42], [14, 20], [22, 11], [-5, -42], [32, 41], [-41, 3], [-24, 12], [-36, -42], [-15, -43], [20, 5], [6, 33], [23, -26], [-45, -44], [44, 24], [-48, -44], [16, 43], [20, -45], [-16, 48], [14, -50]]"
39,2,50,100,UNSAT,"[[-21, -47], [-11, 11], [-25, 33], [-48, -35], [-22, -33], [-25, -40], [-43, -3], [-37, -47], [-10, 5], [-27, -1], [1, -15], [-6, 14], [-9, 6], [20, 37], [13, -6], [-15, -35], [31, 31], [35, 3], [8, -32], [-17, 10], [9, 50], [-19, 12], [-37, 16], [-10, -41], [-18, -4], [-44, 43], [46, -21], [-27, 36], [34, -7], [-12, 23], [7, -35], [-42, 19], [-25, 47], [24, -19], [7, -45], [45, 38], [-23, -31], [-1, 34], [10, 45], [41, 42], [-19, -4], [18, -33], [-50, 16], [-31, -11], [-3, -4], [-12, -8], [-50, 40], [30, -9], [35, 22], [-30, -35], [-48, -33], [-11, -36], [18, -23], [-12, -2], [-7, -3], [9, 2], [-16, -21], [-6, -45], [1, 4], [-22, 9], [10, 14], [-7, -28], [24, -21], [29, -45], [50, 2], [3, 47], [31, -8], [-2, -46], [-16, 23], [11, -49], [-33, -13], [-1, 14], [-47, 7], [2, 50], [5, -21], [21, 19], [13, -27], [-1, 22], [-20, -26], [-1, -7], [-17, -2], [47, -17], [-16, 45], [-11, -30], [47, -47], [-26, -14], [18, 43], [29, -38], [-31, 45], [-8, 16], [-27, 30], [13, -10], [36, -21], [26, -36], [21, 47], [-20, -3], [-3, 3], [41, 50], [-19, 18], [28, -9]]"
