instance_id,k,n_vars,n_clauses,satisfiability,clauses
220,2,100,80,SAT,"[[-54, -83], [12, -69], [-12, -37], [-10, -4], [-22, -8], [-57, -32], [-56, -28], [-16, -48], [-58, 88], [-9, 22], [-14, -89], [32, -50], [-59, 10], [14, 76], [100, -19], [38, -47], [-8, -56], [61, -53], [-39, -31], [44, -55], [-95, 92], [34, 5], [-47, -84], [-74, -15], [-38, -92], [15, -17], [86, 49], [-12, 37], [-54, 68], [37, -27], [46, 12], [53, -18], [89, 96], [98, 73], [62, -31], [-93, 93], [66, -26], [-56, 83], [28, -24], [-74, 6], [-63, 10], [47, -51], [7, -62], [1, 60], [-66, 64], [40, -94], [-61, 67], [41, 79], [-23, 63], [36, -24], [-29, 41], [28, -30], [-47, -46], [28, -1], [49, 22], [-48, 27], [-26, 36], [-52, -12], [-94, -23], [64, 82], [39, 16], [57, -35], [-16, -74], [28, 38], [-50, -74], [-24, 25], [-41, 75], [2, -68], [66, -41], [-70, -96], [-40, -25], [-75, -14], [-31, 96], [38, -75], [-65, -27], [82, 52], [-72, 65], [-67, -39], [51, 14], [-2, 99]]"
221,2,100,80,SAT,"[[-24, 17], [39, -85], [26, 3], [71, -24], [-91, 75], [-8, -31], [-67, 28], [17, -35], [-95, 10], [-29, -27], [-80, 65], [60, -58], [-62, 68], [58, -52], [96, 15], [-34, 6], [-80, 57], [-98, -12], [13, 45], [-52, 7], [-81, 99], [-64, 7], [80, 47], [80, 49], [11, 93], [-54, 66], [-81, 57], [-88, -20], [69, -65], [6, -27], [90, 58], [-17, 64], [-9, -24], [73, -78], [35, -35], [-22, 40], [-58, 67], [40, -70], [-27, -52], [-71, 13], [-32, 58], [57, 75], [48, 51], [-30, -19], [42, 67], [19, 53], [95, 68], [-72, -23], [-35, 66], [64, 99], [-31, 77], [-16, -61], [-70, -14], [-42, -39], [39, 26], [-38, 30], [4, -95], [52, 7], [51, -32], [-1, -42], [-22, 35], [-88, -90], [-6, -48], [30, 92], [65, 79], [-42, 43], [44, -51], [-79, -45], [-87, 9], [60, 86], [-81, -92], [58, -69], [67, 31], [72, -37], [-78, 71], [94, -21], [-95, -56], [33, -52], [-31, -50], [4, -27]]"
222,2,100,80,SAT,"[[-73, -17], [70, 69], [53, -63], [77, -45], [67, 86], [-42, -51], [-3, 79], [-39, -61], [30, -58], [-10, 64], [33, 17], [68, -20], [-28, 89], [9, -73], [37, 59], [70, 69], [59, 22], [25, 82], [30, -25], [4, -25], [20, 51], [-42, -75], [76, -99], [-66, -2], [-2, 46], [49, -52], [-9, 56], [92, -84], [-22, -1], [76, -85], [24, 80], [55, -31], [-10, 31], [-61, -83], [-12, 65], [72, -100], [19, -100], [-10, 71], [-41, -45], [81, 39], [-45, -13], [-71, -35], [93, 82], [-15, -38], [20, -18], [-36, -34], [-17, -90], [54, 61], [60, -12], [-93, -16], [-15, 26], [-68, -92], [50, -30], [68, 65], [-19, -64], [-96, 61], [-26, -24], [98, 73], [-90, 75], [-3, -5], [94, 28], [-100, -33], [-64, 77], [13, 96], [-32, -61], [94, 23], [96, 15], [-3, -99], [-100, 88], [26, -64], [-39, -90], [-26, 95], [-11, -97], [38, -44], [70, 63], [-84, 89], [54, -39], [51, 29], [-18, -69], [7, 73]]"
223,2,100,80,SAT,"[[21, 44], [48, 73], [49, 29], [-81, 51], [82, -13], [-25, 47], [57, -20], [-72, 9], [-16, 4], [79, 1], [3, -50], [47, 41], [26, -9], [-36, -29], [-86, 14], [44, -70], [-67, -75], [-80, -82], [53, 64], [-58, -72], [-34, -40], [-44, 47], [27, 40], [-51, -50], [73, 15], [2, -25], [-37, -7], [46, -65], [-89, 38], [49, 40], [72, 93], [-15, -52], [24, 61], [80, 48], [76, 83], [10, -32], [-91, -13], [52, 87], [-73, -95], [99, 35], [54, -60], [79, 71], [89, 43], [1, 28], [-71, 57], [-73, 83], [65, -39], [33, -40], [7, -99], [2, -21], [45, -9], [-94, -25], [-40, -76], [97, 39], [66, 78], [-86, 85], [-91, 49], [55, 53], [-43, 14], [86, 74], [-57, 87], [-68, -9], [-52, 49], [78, -91], [-60, 38], [-28, 20], [-28, -42], [7, -39], [-3, 92], [-79, -21], [-6, -11], [-79, -72], [-85, -40], [-22, -23], [9, 100], [-18, -70], [-63, -34], [51, 92], [-43, -19], [51, -59]]"
224,2,100,80,SAT,"[[-56, -62], [31, 87], [-62, -16], [49, -27], [100, -99], [55, -19], [-76, 11], [-44, -25], [-40, -65], [-70, 47], [82, 19], [-39, 32], [82, 45], [17, 45], [69, -96], [54, -93], [39, -25], [47, 74], [-90, -89], [-53, -95], [-32, -62], [98, 93], [-41, 42], [64, -54], [14, -36], [16, 70], [-94, 40], [97, -24], [39, 81], [-68, 67], [-83, 76], [44, 72], [-3, -96], [33, -48], [39, 2], [61, 55], [-49, 40], [-34, 1], [2, -58], [33, 47], [-78, -4], [-6, -85], [-100, -69], [64, -42], [-32, -18], [5, 14], [44, -9], [-64, -97], [-21, -75], [-100, -5], [74, 53], [-8, 71], [-74, -55], [-93, 75], [-67, 50], [19, -68], [18, -42], [-54, -72], [-37, -71], [-86, 57], [1, -32], [-21, -20], [-85, -48], [-78, 87], [-72, 1], [-17, 43], [-31, -87], [-14, 47], [82, 1], [85, 24], [20, 37], [87, -42], [4, 77], [47, 2], [-31, -34], [-75, -58], [-88, 31], [86, -45], [81, -86], [-60, -98]]"
225,2,100,80,SAT,"[[72, 97], [5, 46], [56, 31], [6, 2], [-100, -58], [7, -53], [9, -27], [23, -62], [-93, -56], [-30, -85], [40, -91], [25, -100], [53, -98], [-12, 34], [37, -43], [-67, 22], [-24, -29], [-95, 58], [-81, -23], [66, 21], [44, -84], [-36, 26], [61, -19], [39, 89], [-48, -63], [-79, 43], [49, -7], [-24, 54], [17, -1], [-33, 51], [-11, -50], [-28, -36], [-2, 47], [-57, 64], [45, -90], [-3, -83], [32, 20], [57, 93], [-81, -24], [-38, -77], [26, 72], [-26, 92], [-19, 98], [69, 21], [9, 26], [-83, -72], [48, 29], [-88, -14], [66, -7], [-75, 5], [-75, -25], [-19, 38], [90, -43], [14, 1], [90, -12], [96, -99], [-71, -85], [77, 37], [23, 23], [71, 93], [-99, 3], [10, 13], [-14, 73], [48, 58], [-33, -81], [100, 89], [32, 48], [-79, 87], [68, -28], [-16, 57], [-26, 84], [-15, 73], [-30, -7], [21, 36], [-4, -47], [-46, -70], [90, -11], [-4, 98], [48, -58], [100, 76]]"
226,2,100,80,SAT,"[[36, -81], [-46, 99], [87, -62], [-58, -80], [43, 21], [-22, 19], [-51, 50], [44, -14], [-14, -5], [11, 95], [21, 48], [-70, 57], [13, 41], [51, -67], [85, -51], [56, -1], [-82, -45], [-40, 57], [-91, -51], [-72, 86], [41, -66], [1, -16], [-57, 92], [89, -79], [-27, -63], [57, 4], [39, 94], [-64, -17], [-44, -51], [-74, -72], [-57, -54], [-83, 28], [-79, -100], [29, -7], [-65, 74], [100, -62], [33, -15], [-30, -47], [1, 2], [12, -72], [-19, 73], [92, -62], [78, -1], [-10, 88], [-34, -37], [-48, 32], [-57, -35], [-16, 70], [-68, 33], [-7, 68], [17, -35], [23, 22], [97, -19], [-43, 27], [-3, -87], [15, -47], [55, -7], [-3, 17], [-98, -50], [55, -60], [-71, 16], [-18, -50], [92, 57], [45, -20], [18, 58], [-2, -27], [-55, 33], [50, 36], [24, -62], [8, 69], [-67, 100], [-63, 19], [-81, 58], [49, -51], [-68, -69], [-8, -86], [7, -20], [56, 22], [-62, 62], [88, -36]]"
227,2,100,80,SAT,"[[-42, 85], [-98, -22], [-41, -46], [-1, -76], [-63, -11], [-91, 40], [21, -100], [3, 33], [2, 12], [64, -21], [-92, 40], [35, -51], [-21, 74], [-75, 86], [44, -63], [74, 49], [-63, 46], [74, 22], [-92, -82], [-84, -11], [46, -81], [-35, 69], [-21, -80], [-87, 27], [-99, -69], [79, -73], [11, 68], [14, 1], [-61, 52], [-52, -96], [-72, 28], [-25, 66], [52, 34], [-83, -43], [8, 15], [-33, 77], [-19, 73], [-76, -28], [-91, -3], [32, 74], [-18, -32], [92, -73], [81, -6], [39, -62], [-25, -80], [-85, 77], [-35, 53], [-81, -34], [-94, 100], [-32, 87], [-78, 14], [16, -45], [97, -27], [70, 51], [-77, -9], [71, -56], [-73, -19], [-19, 98], [83, 29], [19, 42], [-14, -38], [-43, 71], [-23, -97], [13, 12], [-67, -96], [-86, -77], [-81, 53], [-68, 34], [-81, -6], [88, -83], [89, 70], [1, -90], [-27, 24], [-55, 94], [37, -12], [92, 45], [-2, -90], [50, 78], [-66, 21], [-66, 52]]"
228,2,100,80,SAT,"[[69, 47], [-59, -58], [8, 2], [-48, -22], [60, 53], [-90, -25], [-16, 44], [6, -69], [-47, -40], [34, -88], [53, -29], [30, -45], [26, -91], [45, 34], [-7, -3], [36, 51], [95, -83], [52, 97], [87, 38], [75, -64], [-84, -79], [-35, 85], [79, -53], [38, -25], [-43, 70], [-68, -66], [-81, 19], [27, -36], [75, -17], [-28, -75], [16, -33], [-96, -95], [74, 32], [94, 62], [91, -60], [-39, 13], [37, -10], [70, -74], [-31, -74], [40, 41], [33, 86], [32, 90], [74, 10], [92, -72], [69, -87], [-29, -51], [41, 75], [63, 46], [45, 50], [-94, -35], [1, 17], [47, -5], [-70, 28], [44, -41], [-93, -12], [-64, 89], [38, 45], [-37, -16], [-53, 64], [-51, 77], [-25, -31], [-88, -21], [-27, -98], [-39, 93], [20, 95], [-81, -82], [-63, -51], [-20, 16], [-97, -30], [-36, -60], [-74, -97], [26, -98], [-48, -73], [78, 21], [-99, -50], [-54, 81], [-24, 17], [-28, -30], [-19, -64], [-20, 100]]"
229,2,100,80,SAT,"[[-19, 19], [-58, -69], [-23, 39], [12, -47], [-71, 81], [37, -57], [-76, 6], [54, -45], [-68, -36], [34, 100], [49, 27], [-8, 37], [-74, 81], [65, 87], [78, 8], [-41, -92], [65, 93], [-19, -59], [96, -93], [-49, 72], [-1, 49], [-36, -97], [93, 3], [-79, 19], [24, -58], [-58, -35], [-65, -59], [12, 59], [-17, 67], [81, 89], [-40, 68], [83, 60], [-44, -18], [-99, -71], [56, -45], [-60, 57], [54, -1], [-25, 67], [20, -44], [65, 87], [-9, -89], [-25, -18], [-32, -6], [63, 23], [-52, -72], [71, 77], [-31, -31], [97, -37], [-11, -62], [-41, 11], [34, -91], [39, -61], [-27, 4], [79, -66], [-43, -69], [23, 72], [35, 50], [40, -32], [27, 36], [39, 14], [-53, -13], [86, -97], [-19, 52], [-59, -39], [-21, -62], [-1, 55], [-88, 64], [2, 58], [73, -90], [89, 65], [6, -59], [95, -83], [-51, 39], [-99, -73], [-3, -65], [79, -67], [100, 93], [3, -44], [65, 69], [84, 17]]"
230,2,100,80,SAT,"[[16, 22], [52, 96], [-9, 49], [2, -16], [-74, 63], [81, -28], [-44, 77], [-34, 52], [23, -18], [-13, 95], [-14, 96], [36, 21], [79, -60], [91, 16], [89, -65], [-42, -22], [82, -25], [-95, 74], [-100, -62], [58, -42], [-5, -43], [-56, -88], [-25, -20], [14, 65], [41, -84], [91, 59], [17, 35], [-5, -79], [21, 4], [-84, -45], [72, 33], [-50, -29], [-1, 90], [-65, -24], [-75, 6], [-99, -74], [-96, -35], [-44, 51], [2, 9], [-76, 50], [86, -55], [-97, 48], [-83, 71], [-68, -53], [-43, 96], [-68, -42], [16, 17], [12, -29], [-58, -24], [86, -50], [-90, -98], [-79, -37], [27, -2], [3, 97], [-18, -59], [75, -48], [-74, 23], [-75, -89], [50, 72], [54, 59], [100, -47], [-90, -21], [3, 75], [98, 69], [-38, 93], [-84, 67], [54, -9], [77, -92], [-30, 35], [89, 100], [-100, 63], [27, 81], [5, -64], [-27, 4], [24, 2], [47, 45], [-55, -14], [-7, 21], [-89, 26], [73, -41]]"
231,2,100,80,SAT,"[[-54, 71], [-17, -32], [-66, -68], [67, -28], [75, 6], [-47, 48], [72, -79], [9, 75], [2, -59], [51, 85], [-24, -34], [15, 52], [2, 75], [16, -54], [66, 48], [-9, 93], [91, 41], [37, 39], [20, 66], [62, 28], [-20, -37], [61, 88], [93, 83], [2, 17], [-94, -79], [7, -37], [46, -28], [-5, -13], [-30, 90], [-89, -32], [-32, -97], [-64, 64], [-56, 17], [34, -45], [33, 94], [94, -14], [71, -94], [-40, 45], [-84, 65], [-78, -28], [88, -100], [37, 91], [-31, 11], [-86, -4], [-43, -95], [-12, -75], [-97, -97], [59, -53], [40, 37], [62, 70], [-24, -68], [-6, 82], [-32, -63], [-39, -86], [-13, 56], [62, -69], [89, 25], [49, 77], [88, -83], [-54, -64], [-24, 14], [-32, -83], [-40, -1], [-4, -92], [21, -86], [-26, -31], [-7, 80], [-83, 99], [81, 4], [-95, -46], [-91, 33], [34, -62], [-11, 73], [71, 6], [-8, -4], [-17, 85], [-3, 1], [83, 91], [-85, -53], [-21, -88]]"
232,2,100,80,SAT,"[[-45, 28], [-90, 32], [65, 55], [-96, 37], [4, 48], [71, -75], [85, -10], [53, 12], [25, -29], [36, -19], [-17, 94], [-51, 75], [97, -98], [-70, -20], [-92, 89], [-72, 93], [68, 53], [20, -68], [-69, 76], [73, -81], [49, 21], [63, -53], [-100, 96], [-37, -31], [86, 7], [50, 95], [-28, -50], [86, -36], [-64, 46], [-25, -86], [47, -21], [13, -71], [19, -71], [-56, -14], [67, -16], [-19, -75], [-98, -87], [51, -81], [-50, -28], [69, -6], [-10, -22], [-64, -52], [7, -41], [-98, -89], [43, -78], [15, 76], [-35, -52], [87, 67], [74, 57], [-49, 59], [19, -74], [-70, -61], [-98, -15], [-36, 74], [-39, 84], [-6, -78], [-66, -12], [97, 79], [57, 32], [94, -8], [25, -26], [-74, 21], [89, -86], [75, 15], [22, -31], [-53, -60], [23, 88], [23, 2], [-15, 88], [-25, -65], [16, -52], [-35, -75], [-10, -67], [19, -87], [-15, 1], [14, -64], [-3, -86], [82, -12], [-22, -85], [-75, -11]]"
233,2,100,80,SAT,"[[70, -18], [-41, -75], [97, 54], [17, 83], [-56, -17], [-40, 43], [-96, -42], [-49, 83], [-14, 31], [35, 25], [-83, 93], [-20, 32], [-81, 35], [45, 90], [64, 19], [14, 19], [-21, 93], [49, -59], [50, -83], [-99, -33], [-49, -7], [100, 17], [27, -7], [17, 30], [6, 31], [-62, 33], [19, 47], [-22, 70], [-63, -81], [37, -82], [-84, 42], [-84, 100], [-72, 76], [-19, 17], [-77, 98], [-85, 11], [83, -69], [54, -53], [-16, -39], [43, -88], [-96, 57], [-75, 11], [93, -55], [-4, 61], [-62, -92], [-20, -92], [83, -13], [44, -81], [-34, 72], [25, -61], [3, 58], [-98, -72], [-69, 83], [-12, -21], [63, -85], [-32, 1], [-5, -58], [81, 7], [8, 79], [61, 86], [35, 36], [-25, 73], [-63, -85], [81, -73], [94, -2], [94, 31], [14, -42], [-48, 4], [-73, -87], [86, -18], [43, -81], [-41, 74], [-84, -50], [-56, -77], [-20, 19], [27, -44], [-64, -15], [-6, 49], [-94, -64], [-64, -32]]"
234,2,100,80,SAT,"[[9, -95], [-35, -66], [-35, 78], [-93, -7], [95, 38], [68, 43], [21, -99], [94, -44], [76, -52], [33, -31], [98, -8], [86, 1], [-52, 90], [-69, -81], [58, 55], [63, 91], [-70, -96], [-53, 11], [-16, -22], [48, 52], [-70, 61], [-46, 12], [37, -82], [95, -73], [-4, -38], [49, -87], [-4, 16], [69, 75], [11, 24], [-34, -46], [-11, 97], [-70, -12], [-3, 45], [-25, 75], [-25, 37], [-37, -21], [-9, -100], [-72, -42], [-85, -12], [29, -9], [-93, 44], [43, 86], [89, 11], [-80, -13], [26, -78], [-43, 30], [65, 9], [-41, 80], [-21, -31], [45, -23], [-83, -99], [55, -93], [28, -18], [-91, -29], [19, -73], [-46, -2], [11, 85], [15, 5], [46, 21], [54, -19], [-77, 53], [-48, -49], [60, 66], [-35, -19], [-64, -51], [3, 39], [-24, -47], [-89, -78], [24, -90], [-89, -73], [50, 73], [38, 3], [41, 29], [-74, -48], [-62, -97], [-92, 34], [-85, 91], [-2, 19], [73, 61], [78, 97]]"
235,2,100,80,SAT,"[[-40, 45], [-23, 82], [37, -83], [74, 55], [-75, -22], [53, -38], [-12, 3], [37, -93], [65, -38], [-26, -82], [-33, 55], [12, 92], [-91, -41], [-96, -90], [40, -58], [-8, 2], [-7, 59], [-73, 60], [47, -91], [7, 90], [-3, 5], [-97, -67], [-43, 76], [-92, 19], [62, -17], [-99, 44], [-26, 47], [-8, 29], [74, 79], [-25, -9], [15, -16], [79, -20], [-28, -87], [-16, 80], [-83, -58], [-71, 13], [-40, 13], [40, -9], [28, 97], [33, -27], [4, -75], [23, -45], [87, -35], [26, -96], [-68, -43], [32, 99], [72, 22], [88, -37], [-50, -64], [-78, 3], [-43, -44], [-88, 42], [-63, 85], [38, -10], [-61, 85], [44, -9], [72, 88], [-73, -6], [-20, -76], [-63, -29], [13, 98], [-44, 23], [-66, -40], [70, 89], [52, 73], [17, 20], [-84, 26], [44, -32], [-14, 22], [68, -99], [-21, 14], [-2, -10], [26, -66], [-35, 61], [-70, -61], [-2, -94], [77, -92], [-27, 62], [-47, 96], [34, -5]]"
236,2,100,80,UNSAT,"[[47, 82], [4, -6], [69, 29], [-10, 31], [-96, 53], [-47, 78], [65, -86], [17, -75], [-7, -63], [-37, -39], [20, -66], [-48, -43], [-40, -14], [18, 1], [7, -54], [-17, -59], [94, -69], [-16, -97], [-9, -6], [9, -12], [69, -11], [-49, 5], [81, -27], [-73, 6], [79, 60], [-72, -34], [-48, 5], [15, -6], [-50, 32], [23, -92], [-23, 19], [80, 6], [28, -36], [24, 23], [99, 35], [22, 16], [-93, 81], [-19, -94], [14, 72], [-78, -54], [48, 36], [17, -48], [99, -71], [-84, -80], [9, -51], [-93, -35], [-79, 5], [83, 18], [-72, 57], [-55, -24], [37, 5], [55, 23], [50, -71], [-79, 45], [-3, -63], [21, -2], [11, 94], [77, 39], [33, 76], [14, -40], [33, -68], [100, -1], [75, -32], [24, -17], [-87, 46], [7, -25], [91, 90], [-99, 59], [99, 93], [58, 31], [-58, 89], [-69, -45], [-72, 37], [86, 96], [97, -75], [-82, -79], [73, 47], [18, 38], [21, 21], [79, 33]]"
237,2,100,80,SAT,"[[-94, -95], [39, 57], [-69, -6], [23, -24], [89, 19], [34, 60], [66, -36], [1, -35], [14, 90], [24, 68], [21, -80], [84, 64], [-99, 2], [36, 38], [-4, 31], [-14, 91], [68, -87], [69, -55], [-53, -45], [69, -46], [78, -5], [57, -8], [81, -15], [-88, -74], [46, -28], [-27, -11], [80, -18], [63, -75], [-68, -68], [83, -16], [23, 6], [-84, -47], [-30, 39], [3, -12], [49, -29], [18, 65], [20, -96], [73, 45], [53, 73], [-20, 69], [-97, 49], [-58, 24], [-26, 26], [72, -11], [-61, 28], [-75, 30], [-1, -99], [47, -75], [68, -72], [92, -67], [61, 96], [-11, -8], [-20, 41], [-58, 29], [-96, -57], [46, 4], [-74, 63], [-75, 25], [81, -33], [-87, 57], [74, -23], [69, -11], [55, 5], [-4, -17], [17, 36], [-93, 41], [61, 100], [-91, 80], [-87, 10], [-96, -62], [-33, -38], [23, -48], [15, -56], [-82, -44], [-90, -91], [-58, -4], [73, -41], [81, -96], [4, 24], [84, 99]]"
238,2,100,80,SAT,"[[30, -4], [1, 47], [-76, 58], [80, -8], [-14, 11], [-26, -42], [2, -55], [66, -31], [-100, 23], [27, -98], [-10, -9], [22, -11], [-26, 59], [55, -82], [33, 56], [-22, -45], [98, 44], [-21, -16], [1, 62], [-44, 80], [99, 15], [21, -25], [-52, -78], [56, -69], [-35, -83], [-93, -84], [25, 1], [6, 1], [-8, 70], [-70, -25], [42, -76], [-67, 74], [24, -60], [76, -78], [19, 56], [88, -63], [29, 73], [-61, 92], [-76, 46], [12, 80], [-14, -28], [-31, 65], [-80, -66], [41, -86], [-23, 45], [-38, -54], [-88, 80], [-1, -17], [-41, -84], [-79, -20], [-42, -16], [-46, -62], [97, -56], [49, -66], [24, 1], [78, -45], [-16, -19], [-2, 71], [-16, 45], [23, -69], [79, 61], [89, 92], [48, 37], [-62, -32], [76, 3], [-36, 40], [-3, 100], [29, -85], [90, -53], [5, 39], [-12, 90], [85, 67], [94, -22], [-62, -27], [40, -88], [-67, 19], [-2, -97], [36, 64], [31, 43], [-26, 49]]"
239,2,100,80,SAT,"[[-70, -82], [57, -48], [45, -70], [29, 71], [-83, -21], [48, 83], [68, 14], [-66, 87], [-49, 29], [52, 77], [-19, -99], [59, 67], [-69, 50], [47, 59], [-1, 51], [82, 62], [-98, 11], [-5, -72], [-35, -4], [-68, -30], [-96, -70], [-60, 8], [26, -33], [-28, 46], [-25, -43], [42, -53], [67, 91], [71, -18], [-79, -93], [46, -41], [5, -3], [-60, 6], [19, -62], [-28, 42], [18, -58], [29, -61], [53, 18], [25, 63], [21, -38], [5, -35], [-95, -99], [37, -42], [-98, 99], [-5, -52], [-30, -32], [-73, 70], [-7, -70], [79, -17], [-19, 28], [-81, 20], [79, -49], [-59, 69], [12, 12], [99, -69], [1, -95], [51, 54], [-32, 88], [-96, 98], [-80, -46], [86, -29], [44, -80], [27, 53], [-84, 85], [16, -9], [-21, -49], [20, 36], [47, -86], [38, 10], [10, -24], [-25, 54], [84, -94], [-63, 5], [-54, -51], [49, 32], [-67, 16], [-31, -93], [-43, 57], [35, 17], [100, 29], [-28, -78]]"
240,2,100,80,SAT,"[[52, 17], [-57, 20], [10, -22], [42, -4], [45, 21], [-93, -33], [3, 94], [64, -34], [38, 65], [-13, -53], [-9, -7], [48, -93], [57, -57], [-59, -52], [-45, -2], [54, -72], [67, -71], [-49, 18], [-21, 31], [40, 30], [60, -29], [23, 58], [13, -53], [-37, -62], [-88, -44], [14, -12], [-100, 55], [19, -69], [97, 15], [36, -53], [100, -95], [18, 3], [-23, 49], [35, 26], [-20, 32], [-100, 93], [-41, 42], [-82, -91], [-70, -89], [38, 29], [1, 76], [30, -49], [84, -42], [23, -19], [72, -64], [-60, -35], [-38, -84], [-3, 19], [-86, -7], [-43, -16], [-64, -36], [29, 24], [-29, -37], [86, 58], [-21, -52], [-14, 82], [-89, -80], [37, 74], [68, -57], [59, -89], [1, 66], [-59, 52], [69, 13], [-85, 42], [-77, -47], [-23, -90], [-76, -73], [-46, 12], [-1, 78], [-40, -4], [24, -83], [77, 14], [33, -4], [-61, 1], [93, -59], [-56, 37], [-47, 70], [-43, 65], [-51, -38], [-87, -74]]"
241,2,100,80,SAT,"[[-54, -95], [97, 65], [-6, -61], [-61, 68], [83, -70], [-24, 62], [-12, 66], [-67, 12], [-9, 42], [-97, 8], [15, 17], [-6, 87], [-48, 78], [-29, -31], [-38, -38], [26, 80], [69, 1], [60, -50], [-4, -51], [-79, -87], [56, 61], [-28, 14], [-65, 18], [57, -72], [32, 49], [-30, 99], [40, 97], [-72, 47], [8, 27], [92, 3], [75, 6], [-41, 23], [41, 37], [74, -4], [69, -55], [94, -63], [-37, -7], [-8, 73], [-21, 57], [72, 36], [100, -89], [-37, 74], [-8, 36], [42, -61], [-22, -17], [83, -47], [-63, -87], [-53, 91], [75, -45], [14, 64], [20, 94], [45, 77], [52, -97], [-74, -67], [-20, -14], [46, -30], [-14, 37], [-98, -54], [-36, 80], [58, -15], [-41, -89], [-94, 31], [63, -60], [1, -33], [51, -51], [57, -33], [72, -93], [58, 66], [-30, -13], [56, -46], [30, 66], [88, -14], [-12, -47], [11, 29], [10, 81], [-69, 15], [41, 58], [-74, -98], [-31, -26], [-86, -8]]"
242,2,100,80,SAT,"[[41, 88], [52, -47], [89, -26], [-10, 86], [-41, -84], [-35, 18], [82, -1], [21, 54], [74, -75], [5, -93], [-35, -16], [96, -55], [-78, 13], [-42, -39], [13, -23], [-45, -54], [-53, -69], [-21, 96], [74, -18], [39, -70], [41, -34], [-16, -67], [92, 4], [-84, -86], [94, 61], [-94, -67], [21, 18], [57, -81], [-11, -50], [6, 97], [-9, 90], [-34, -99], [-38, -42], [-10, -81], [-1, -56], [-93, -5], [71, -75], [91, -99], [47, -82], [-54, -61], [-78, -98], [-21, 48], [73, -42], [-55, -25], [33, 92], [84, -90], [-68, -99], [-37, 77], [58, -93], [-15, -13], [27, 50], [-37, 86], [-94, 31], [-57, 44], [-37, -2], [-39, -19], [-21, 86], [85, -95], [-33, -20], [-95, 39], [33, -8], [-54, 29], [66, 88], [-2, 33], [76, -43], [65, 14], [-16, -26], [2, 53], [-66, -10], [87, 88], [-46, -16], [-52, -82], [-36, 61], [96, -7], [-89, 47], [99, 73], [67, -94], [-92, 3], [-32, 37], [56, 78]]"
243,2,100,80,SAT,"[[-47, 24], [1, -58], [-21, -92], [-81, 20], [-56, -4], [85, -76], [64, 73], [-89, -79], [-31, 14], [12, -82], [-82, -31], [44, -48], [-20, -6], [52, 83], [61, -35], [-8, -64], [44, 64], [-45, 84], [-67, 82], [-20, 100], [-67, 57], [-60, -82], [-65, 89], [78, -28], [25, -7], [-69, -6], [-5, -88], [-65, -38], [-19, 31], [-13, -91], [46, 44], [-86, 96], [-72, 6], [-25, -61], [-1, -47], [-82, -6], [4, -52], [-14, -12], [-46, -69], [-31, 98], [46, 85], [-24, -76], [-77, -59], [25, -90], [33, 2], [26, -10], [90, 52], [-21, -96], [71, 91], [32, -100], [-100, 45], [59, -44], [-14, 90], [21, -95], [-30, 59], [43, 24], [-23, 57], [31, -65], [-55, 31], [44, 19], [-30, 10], [16, 88], [6, -84], [87, -61], [-57, -7], [-56, 15], [-72, -16], [-93, 18], [-89, -38], [9, 69], [-32, -15], [9, -60], [-8, -9], [-71, 36], [-49, -67], [37, 89], [5, 54], [12, -63], [98, -99], [-70, -9]]"
244,2,100,80,SAT,"[[58, 89], [-100, -1], [-90, 46], [-14, 76], [-25, -65], [98, -57], [-67, 76], [-5, 41], [-20, 18], [-63, -63], [52, -57], [98, 28], [86, -64], [29, -38], [-67, 40], [30, 67], [100, 52], [46, 66], [-84, 78], [-85, -7], [-52, 10], [-45, 44], [-29, -66], [-33, -38], [-14, 100], [-87, -5], [41, -40], [2, -79], [-86, -30], [-8, 17], [90, -27], [25, 34], [62, 56], [-88, 20], [-40, 70], [45, 86], [-92, 76], [72, -98], [73, 20], [-79, 42], [18, 38], [11, -100], [-61, 86], [68, 25], [-93, -34], [56, -80], [85, 41], [-91, -5], [92, 89], [-77, -29], [18, -60], [84, 72], [-22, 38], [-14, 32], [65, -8], [90, -28], [-2, -62], [-40, 72], [8, -8], [-20, 18], [-14, 46], [60, -99], [91, 94], [-99, -52], [-41, 20], [69, 71], [80, -94], [32, -94], [-86, 44], [-4, 39], [79, 63], [-73, -13], [-4, 16], [-21, 27], [-10, -15], [27, 7], [47, 47], [-18, 14], [8, -2], [2, 52]]"
